parent_topic_name,sub_topic_name,sub_topic_link,title_type,title,link,episode_series,episode_series_link,episode_number
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Sacred Balinese Healing with Candace Silvers,/video/sacred-balinese-healing-candace-silvers,Open Minds,/series/open-minds,S16:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,BioGeometry Part 2,/video/biogeometry-part-2,Healing Matrix,/series/healing-matrix,S3:Ep7
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Introduction to Hypnotherapy for Better Sleep,/video/introduction-to-hypnotherapy-for-better-sleep,Hypnotherapy for Better Sleep,/series/hypnotherapy-for-better-sleep,S1:Ep1
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Technological Advances in Energy Medicine with Donese Worden,/video/technological-advances-energy-medicine-donese-worden,Open Minds,/series/open-minds,S8:Ep7
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Awaken Your Healing Energy with Deborah King,/video/awaken-your-healing-energy-deborah-king,Inspirations,/series/inspirations,S6:Ep23
Health & Healing,Energy Healing,/topic/energy-healing,episodes,A Simple Method for Profound Healing with Bill McKenna,/video/simple-method-profound-healing-bill-mckenna,Open Minds,/series/open-minds,S8:Ep22
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Subtle Body with Cyndi Dale,/video/subtle-body-cyndi-dale,Beyond Belief,/series/beyond-belief,S1:Ep26
Health & Healing,Energy Healing,/topic/energy-healing,episodes,BioGeometry Part 1,/video/biogeometry-part-1,Healing Matrix,/series/healing-matrix,S3:Ep6
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Fill Yourself with Light,/video/fill-yourself-light,Short Power Meditations,/series/short-power-meditations,S1:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Qigong’s Healing Energies with Robert Peng,/video/qigong-s-healing-energies-robert-peng,Inspirations,/series/inspirations,S7:Ep1
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Qigong for Healing with Chunyi Lin,/video/qigong-healing-chunyi-lin,Inspirations,/series/inspirations,S11:Ep10
Health & Healing,Energy Healing,/topic/energy-healing,episodes,A New Energy Medicine Revolution with Glenn Streeter,/video/new-energy-medicine-revolution-glenn-streeter,Open Minds,/series/open-minds,S13:Ep11
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Stay Inspired: Oracles and Intuition with Colette Baron-Reid,/video/stay-inspired-oracles-and-intuition-colette-baron-reid,Inspirations,/series/inspirations,S8:Ep9
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Stay Inspired: Activate Your Full Human Potential with Dr. Sue Morter,/video/stay-inspired-activate-your-full-human-potential-dr-sue-morter,Inspirations,/series/inspirations,S8:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Communicating with Spirits of History with Sonja Grace,/video/communicating-spirits-history-sonja-grace,Inspirations,/series/inspirations,S9:Ep14
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Bruce H. Lipton on the Biology of Belief,/video/bruce-h-lipton-biology-belief,Inspirations,/series/inspirations,S1:Ep31
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Quantum Touch with Richard Gordon,/video/quantum-touch-richard-gordon,Healing Matrix,/series/healing-matrix,S1:Ep33
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Eric Pearl on Miracle Healings,/video/eric-pearl-miracle-healings,Inspirations,/series/inspirations,S2:Ep11
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Boost Your Auric Biofield,/video/boost-your-auric-biofield,Healing Matrix,/series/healing-matrix,S4:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Light Healing Breakthrough with Gerald Cohen,/video/light-healing-breakthrough-gerald-cohen,Healing Matrix,/series/healing-matrix,S1:Ep15
Health & Healing,Energy Healing,/topic/energy-healing,episodes,When Healing Does not Work with Jerry Wills,/video/when-healing-does-not-work-jerry-wills,Open Minds,/series/open-minds,S5:Ep40
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Gerald Cohen on The Path Home: What Your Body Wants You to Know,/video/gerald-cohen-path-home-what-your-body-wants-you-know,Healing Matrix,/series/healing-matrix,S1:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The MindBody Self with Mario Martinez,/video/mindbody-self-mario-martinez,Inspirations,/series/inspirations,S9:Ep12
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Science of Heart Intelligence with Howard Martin,/video/science-heart-intelligence-howard-martin,Inspirations,/series/inspirations,S9:Ep10
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Chi for Life with Effie Chow,/video/chi-life-effie-chow,Inspirations,/series/inspirations,S9:Ep17
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Larry Dossey on the Healing Power of Prayer,/video/larry-dossey-healing-power-prayer,Inspirations,/series/inspirations,S1:Ep16
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Intuitive Healing with Inna Segal,/video/intuitive-healing-inna-segal,Inspirations,/series/inspirations,S4:Ep26
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Carol Ritberger on Healing with Inner Wisdom,/video/carol-ritberger-healing-inner-wisdom,Inspirations,/series/inspirations,S2:Ep3
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Eric Pearl on Beyond Energy Healing,/video/eric-pearl-beyond-energy-healing,Inspirations,/series/inspirations,S2:Ep8
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Christine Page on Intuition and Spiritual Alchemy,/video/christine-page-intuition-and-spiritual-alchemy,Conscious Media Network,/series/conscious-media-network,S3:Ep28
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Energetics of Wellbeing with Randy Veitenheimer,/video/energetics-wellbeing-randy-veitenheimer,Beyond Belief,/series/beyond-belief,S12:Ep8
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Harness Your Heart’s True Powers With Cyndi Dale,/video/harness-your-heart-s-true-powers-with-cyndi-dale,Events+ Emersion Conference,/series/events-emersion-conference,S1:Ep3
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Energetic Synthesis of Being with Dain Heer,/video/energetic-synthesis-being-dain-heer,Inspirations,/series/inspirations,S3:Ep7
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Konstantin Korotkov on Seeing Human Energy,/video/konstantin-korotkov-seeing-human-energy,Conscious Media Network,/series/conscious-media-network,S3:Ep31
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Eric Pearl on The Reconnection,/video/eric-pearl-reconnection,Conscious Media Network,/series/conscious-media-network,S1:Ep22
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Energy Medicine (Donna Eden),/video/energy-medicine-donna-eden,Living in Balance,/series/living-balance-0,S1:Ep2
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Lloyd Mear on Energy Balancing by Numbers,/video/lloyd-mear-energy-balancing-numbers,Conscious Media Network,/series/conscious-media-network,S6:Ep14
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Bulletproof Pumpkin Spiced Latte,/video/bulletproof-pumpkin-spiced-latte,Home Remedies with Dr. Eric Zielinski,/series/home-remedies-dr-eric-zielinski,S1:Ep5
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Donna Eden on Energy Medicine,/video/donna-eden-energy-medicine,Conscious Media Network,/series/conscious-media-network,S5:Ep5
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Harry Oldfield on Our Invisible Universe,/video/harry-oldfield-our-invisible-universe,Conscious Media Network,/series/conscious-media-network,S3:Ep26
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Judith Orloff on Energy Intelligence,/video/judith-orloff-energy-intelligence,Conscious Media Network,/series/conscious-media-network,S4:Ep16
Health & Healing,Immunity Support,/topic/immunity-support,videos,Down to Earth,/video/down-to-earth,,,
Health & Healing,Immunity Support,/topic/immunity-support,videos,The Gut: Our Second Brain,/video/gut-our-second-brain,,,
Health & Healing,Immunity Support,/topic/immunity-support,videos,Immunity Support,/video/immunity-support,,,
Health & Healing,Immunity Support,/topic/immunity-support,videos,Immunity Tuning Flow,/video/immunity-tuning-flow,,,
Health & Healing,Immunity Support,/topic/immunity-support,series,Real Immunity,/series/real-immunity,,,
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Healing Power of Alignment,/video/healing-power-alignment,Rewired,/series/rewired,S1:Ep7
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Improving Life Force,/video/improving-life-force,Quantum Effect,/series/quantum-effect,S1:Ep2
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Overcoming Fear & Stress,/video/overcoming-fear-stress,Transcendence,/series/transcendence,S1:Ep2
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Finding Calm to Boost Immunity with Katrine Volynsky,/video/finding-calm-boost-immunity-katrine-volynsky,Open Minds,/series/open-minds,S18:Ep13
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Oral Care for Radiant Health,/video/oral-care-radiant-health,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep10
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Immunity and the Microbiome,/video/immunity-and-the-microbiome,Open Minds,/series/open-minds,S19:Ep1
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Choosing Real Immunity: The Integrity of Our Immunity,/video/choosing-real-immunity-integrity-our-immunity,Real Immunity,/series/real-immunity,S1:Ep9
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Microbiome: Gut Happiness,/video/microbiome-gut-happiness,Open Minds,/series/open-minds,S19:Ep4
Health & Healing,Immunity Support,/topic/immunity-support,episodes,"Fasting for Self-Healing with Dr. Edward Group, DC",/video/fasting-self-healing-dr-edward-group-dc,Open Minds,/series/open-minds,S14:Ep6
Health & Healing,Immunity Support,/topic/immunity-support,episodes,The Power of Belief to Transform Your Life & Health with Bruce Lipton,/video/power-belief-transform-your-life-health-bruce-lipton,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep19
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Using Breathwork to Make You Stronger & Calmer with Wim Hof,/video/using-breathwork-make-you-stronger-calmer-wim-hof,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep11
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Healing Trauma & Turning Fear into Faith with Gabrielle Bernstein,/video/healing-trauma-turning-fear-faith-gabrielle-bernstein,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep8
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Habit 5: Cold Exposure for Immunity,/video/habit-5-cold-exposure-immunity,Healthy Habits,/series/healthy-habits,S1:Ep6
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Natural Self-Healing,/video/natural-self-healing,Healing Matrix,/series/healing-matrix,S3:Ep3
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Clean: The Body Heals Itself,/video/clean-body-heals-itself,Healing Matrix,/series/healing-matrix,S5:Ep6
Health & Healing,Immunity Support,/topic/immunity-support,episodes,ImmunoBoost,/video/immunoboost,Mega Immunity,/series/mega-immunity,S1:Ep1
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Mushroom Supreme,/video/mushroom-supreme,Superherb Recipes,/series/superherb-recipes,S1:Ep1
Health & Healing,Immunity Support,/topic/immunity-support,episodes,Immune Boosting Shot,/video/immune-boosting-shot,Home Remedies with Dr. Eric Zielinski,/series/home-remedies-dr-eric-zielinski,S1:Ep4
Health & Healing,Immunity Support,/topic/immunity-support,episodes,The Immune Builder,/video/immune-builder,Superherb Recipes,/series/superherb-recipes,S1:Ep6
Health & Healing,Nutrition,/topic/nutrition,videos,Fasting: The Movie,/video/fasting-movie,,,
Health & Healing,Nutrition,/topic/nutrition,videos,The Gut Movie,/video/gut-movie,,,
Health & Healing,Nutrition,/topic/nutrition,videos,The Diabetes Solution,/video/the-diabetes-solution,,,
Health & Healing,Nutrition,/topic/nutrition,videos,The Healing Effect,/video/healing-effect,,,
Health & Healing,Nutrition,/topic/nutrition,videos,Food Matters,/video/food-matters,,,
Health & Healing,Nutrition,/topic/nutrition,videos,Fuel Your Health,/video/fuel-your-health,,,
Health & Healing,Nutrition,/topic/nutrition,series,Food Matters Mastery,/series/food-matters-mastery,,,
Health & Healing,Nutrition,/topic/nutrition,episodes,What's In Our Food?,/video/whats-our-food,Transcendence,/series/transcendence,S1:Ep1
Health & Healing,Nutrition,/topic/nutrition,episodes,Healthy Weight,/video/healthy-weight,Hypnotherapy for a New You,/series/hypnotherapy-new-you,S1:Ep3
Health & Healing,Nutrition,/topic/nutrition,episodes,Healthy Eating,/video/healthy-eating,Hypnotherapy for a New You,/series/hypnotherapy-new-you,S1:Ep7
Health & Healing,Nutrition,/topic/nutrition,episodes,What in the World to Eat?,/video/what-world-eat,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep4
Health & Healing,Nutrition,/topic/nutrition,episodes,Small Steps to Lasting Changes,/video/small-steps-lasting-changes,Limitless,/series/limitless,S1:Ep7
Health & Healing,Nutrition,/topic/nutrition,episodes,Jeffrey Smith on Food Fight: Truth about GMOs,/video/jeffrey-smith-food-fight-truth-about-gmos,Beyond Belief,/series/beyond-belief,S1:Ep1
Health & Healing,Nutrition,/topic/nutrition,episodes,Foods to Avoid & Include for Gut Health with Tom O'Bryan,/video/foods-avoid-include-gut-health-tom-obryan,Transcendence Expert Lessons,/series/transcendence-extended-lessons-experts,S1:Ep7
Health & Healing,Nutrition,/topic/nutrition,episodes,Longevity & Diabetes Prevention with Phillip Day,/video/longevity-diabetes-prevention-phillip-day,Food Matters Mastery,/series/food-matters-mastery,S1:Ep34
Health & Healing,Nutrition,/topic/nutrition,episodes,Toxic World & Gut Health,/video/toxic-world-gut-health,Open Minds,/series/open-minds,S19:Ep3
Health & Healing,Recipes,/recipes/all-recipes,series,A Day In The Life With Cyndi O'meara,/series/day-life-cyndi-omeara,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Whole Food Love with Chef Cynthia Louise,/series/whole-food-love-chef-cynthia-louise,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Elizabeth Eats: Healthy Make-Ahead Meals & Hacks,/series/elizabeth-eats-healthy-make-ahead-meals-hacks,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Mega Immunity,/series/mega-immunity,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Teas and Tonics for Sleep & Stress,/series/teas-and-tonics-sleep-stress,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Food Matters Snack Recipes,/series/food-matters-snack-recipes,,,
Health & Healing,Recipes,/recipes/all-recipes,series,The Beauty Diet,/series/beauty-diet,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Eat Like You Love Yourself with Chara Caruthers,/series/eat-you-love-yourself-chara-caruthers,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Celebrate Your Sweet Tooth Naturally: Raw Desserts with Chef Cynthia Louise,/series/celebrate-your-sweet-tooth-naturally-raw-desserts-chef-cynthia-louise,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Raw For Life: Recipes,/series/raw-life-recipes,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Food Matters Juice Recipes,/series/food-matters-juice-recipes,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Food Matters Dips & Condiment Recipes,/series/food-matters-dips-condiment-recipes,,,
Health & Healing,Recipes,/recipes/all-recipes,series,Food Matters Main Meal Recipes,/series/food-matters-main-meal-recipes,,,
Health & Healing,Recipes,/recipes/all-recipes,series,A Day In The Life With Donna Gates,/series/day-life-donna-gates,,,
